n	k	d	fom	l	m	A	B	wt	fam	C	D
108	6	16	14.2222	9	6	x^1*y^0+x^2*y^3+x^4*y^4+x^8*y^2	x^3*y^0+x^5*y^5+x^7*y^5+x^8*y^2	8	css		
330	8	24	13.9636	11	15	x^5*y^6+x^7*y^0+x^8*y^8	x^0*y^10+x^2*y^1+x^6*y^14+x^8*y^2	7	css		
270	6	25	13.8889	45	3	x^12*y^2+x^15*y^2+x^24*y^2+x^27*y^0	x^7*y^0+x^23*y^0+x^40*y^0+x^41*y^1	8	css		
260	10	19	13.8846	13	10	x^1*y^9+x^6*y^4+x^7*y^3+x^11*y^8	x^0*y^1+x^7*y^6+x^7*y^7+x^8*y^7	8	css		
98	8	13	13.7959	7	7	x^2*y^5+x^5*y^1+x^5*y^2+x^6*y^1	x^1*y^3+x^3*y^5+x^5*y^1+x^5*y^4	8	css		
84	8	12	13.7143	6	7	x^1*y^1+x^1*y^5+x^4*y^3+x^4*y^5	x^0*y^4+x^2*y^4+x^4*y^6+x^5*y^1+x^5*y^3	9	css		
100	8	13	13.5200	10	5	x^0*y^4+x^1*y^0+x^1*y^2+x^5*y^2+x^8*y^2	x^1*y^0+x^6*y^0+x^6*y^4+x^7*y^1	9	css		
256	6	24	13.5000	32	4	x^1*y^0+x^3*y^0+x^16*y^2+x^30*y^0	x^2*y^3+x^3*y^0+x^11*y^1+x^12*y^1	8	css		
72	8	11	13.4444	6	6	x^0*y^1+x^0*y^2+x^2*y^3+x^3*y^5	x^1*y^0+x^2*y^0+x^4*y^2+x^5*y^0+x^5*y^2	9	css		
88	8	12	13.0909	4	11	x^0*y^5+x^0*y^10+x^2*y^3+x^2*y^7	x^1*y^3+x^1*y^4+x^2*y^5+x^2*y^8	8	css		
150	10	14	13.0667	5	15	x^1*y^8+x^2*y^13+x^3*y^0+x^4*y^3	x^0*y^1+x^0*y^14+x^1*y^10+x^2*y^4	8	css		
312	6	26	13.0000	6	26	x^0*y^4+x^0*y^7+x^3*y^3+x^5*y^4	x^1*y^21+x^1*y^22+x^4*y^9+x^4*y^18	8	css		
260	4	29	12.9385	13	10	x^1*y^1+x^6*y^4+x^10*y^0+x^12*y^5	x^2*y^2+x^4*y^8+x^8*y^2+x^10*y^0	8	css		
150	4	22	12.9067	5	15	x^0*y^12+x^2*y^5+x^4*y^10	x^1*y^5+x^1*y^10+x^2*y^3+x^2*y^11+x^3*y^11	8	css		
164	4	23	12.9024	41	2	x^10*y^0+x^10*y^1+x^21*y^0+x^25*y^1	x^13*y^0+x^18*y^0+x^28*y^0+x^30*y^0	8	css		
318	4	32	12.8805	53	3	x^13*y^2+x^46*y^0+x^50*y^1	x^10*y^0+x^21*y^1+x^38*y^2	6	css		
210	4	26	12.8762	5	21	x^2*y^12+x^2*y^14+x^3*y^4	x^1*y^8+x^2*y^18+x^2*y^19+x^2*y^20+x^3*y^5	8	css		
280	4	30	12.8571	7	20	x^1*y^15+x^2*y^19+x^3*y^5+x^4*y^15	x^1*y^4+x^1*y^14+x^1*y^17+x^4*y^1	8	css		
360	4	34	12.8444	5	36	x^0*y^19+x^1*y^27+x^2*y^20	x^1*y^24+x^3*y^17+x^4*y^19	6	css		
270	12	17	12.8444	15	9	x^3*y^8+x^4*y^0+x^5*y^3	x^3*y^4+x^3*y^8+x^4*y^7+x^10*y^8	7	css		
300	4	31	12.8133	50	3	x^3*y^0+x^14*y^1+x^37*y^2	x^30*y^1+x^33*y^0+x^39*y^0+x^44*y^1	7	css		
180	4	24	12.8000	9	10	x^1*y^7+x^5*y^0+x^6*y^8	x^1*y^2+x^1*y^5+x^2*y^5+x^3*y^3+x^4*y^4	8	css		
120	6	16	12.8000	3	20	x^0*y^7+x^1*y^2+x^1*y^9+x^2*y^16	x^0*y^14+x^0*y^16+x^0*y^19+x^1*y^9	8	css		
320	4	32	12.8000	4	40	x^0*y^12+x^1*y^8+x^1*y^12+x^3*y^3	x^1*y^16+x^2*y^4+x^2*y^13+x^2*y^38	8	css		
228	4	27	12.7895	19	6	x^0*y^2+x^8*y^1+x^17*y^3	x^6*y^4+x^9*y^4+x^15*y^5+x^16*y^5	7	css		
138	4	21	12.7826	23	3	x^6*y^0+x^9*y^0+x^19*y^2+x^20*y^1+x^22*y^0	x^8*y^0+x^10*y^0+x^19*y^2+x^22*y^2	9	css		
196	4	25	12.7551	49	2	x^9*y^0+x^15*y^1+x^21*y^0+x^34*y^1	x^7*y^0+x^11*y^1+x^15*y^1+x^46*y^0	8	css		
264	4	29	12.7424	6	22	x^0*y^12+x^1*y^17+x^2*y^19+x^3*y^6	x^0*y^20+x^1*y^13+x^1*y^21+x^4*y^7	8	css		
152	4	22	12.7368	38	2	x^0*y^0+x^5*y^0+x^13*y^1+x^32*y^1	x^1*y^0+x^24*y^1+x^31*y^1+x^35*y^1	8	css		
342	4	33	12.7368	57	3	x^32*y^0+x^43*y^1+x^53*y^2+x^55*y^2	x^17*y^2+x^34*y^0+x^53*y^0	7	css		
126	4	20	12.6984	21	3	x^3*y^1+x^4*y^1+x^6*y^0+x^7*y^1+x^20*y^0	x^0*y^2+x^7*y^2+x^13*y^2+x^15*y^0+x^16*y^0	10	css		
324	4	32	12.6420	9	18	x^2*y^9+x^6*y^9+x^7*y^6	x^0*y^0+x^2*y^14+x^8*y^9	6	css		
198	4	25	12.6263	3	33	x^0*y^6+x^1*y^15+x^2*y^32	x^0*y^3+x^0*y^27+x^0*y^30+x^0*y^32	7	css		
140	4	21	12.6000	7	10	x^3*y^5+x^4*y^1+x^4*y^2+x^5*y^4	x^1*y^4+x^4*y^2+x^4*y^3+x^5*y^1	8	css		
168	4	23	12.5952	28	3	x^2*y^2+x^20*y^0+x^24*y^1	x^11*y^2+x^20*y^0+x^21*y^0+x^21*y^2	7	css		
232	4	27	12.5690	58	2	x^13*y^1+x^20*y^0+x^36*y^0+x^48*y^0	x^11*y^1+x^14*y^0+x^29*y^0+x^36*y^1	8	css		
306	4	31	12.5621	3	51	x^0*y^14+x^0*y^41+x^1*y^25+x^2*y^23	x^1*y^20+x^1*y^33+x^1*y^38+x^2*y^36+x^2*y^50	9	css		
184	4	24	12.5217	2	46	x^0*y^13+x^1*y^27+x^1*y^28+x^1*y^45	x^0*y^2+x^0*y^36+x^0*y^40+x^1*y^15	8	css		
216	4	26	12.5185	4	27	x^1*y^14+x^2*y^1+x^2*y^14+x^3*y^5	x^0*y^0+x^0*y^6+x^0*y^18+x^2*y^13	8	css		
348	4	33	12.5172	58	3	x^1*y^2+x^19*y^2+x^34*y^0+x^48*y^2	x^12*y^1+x^37*y^0+x^39*y^2+x^48*y^2	8	css		
288	4	30	12.5000	24	6	x^16*y^2+x^21*y^2+x^22*y^4	x^13*y^1+x^16*y^3+x^20*y^0	6	css		
96	12	10	12.5000	4	12	x^0*y^1+x^0*y^9+x^1*y^6+x^3*y^10	x^0*y^8+x^1*y^0+x^2*y^11+x^3*y^9	8	css		
200	4	25	12.5000	50	2	x^16*y^1+x^27*y^1+x^43*y^0+x^46*y^1	x^24*y^0+x^29*y^1+x^38*y^1+x^39*y^0	8	css		
308	4	31	12.4805	22	7	x^7*y^4+x^13*y^2+x^13*y^3+x^15*y^3	x^6*y^0+x^6*y^2+x^17*y^5+x^21*y^6	8	css		
234	4	27	12.4615	39	3	x^4*y^0+x^24*y^0+x^36*y^2	x^3*y^0+x^5*y^1+x^23*y^0+x^29*y^0	7	css		
270	4	29	12.4593	9	15	x^0*y^3+x^4*y^0+x^7*y^10	x^2*y^10+x^5*y^11+x^6*y^12+x^7*y^6	7	css		
126	8	14	12.4444	21	3	x^0*y^1+x^3*y^2+x^12*y^0	x^14*y^2+x^16*y^1+x^17*y^0+x^18*y^1	7	css		
252	4	28	12.4444	42	3	x^19*y^2+x^39*y^0+x^40*y^0	x^6*y^0+x^14*y^2+x^23*y^2+x^25*y^2+x^26*y^1	8	css		
156	4	22	12.4103	2	39	x^0*y^8+x^1*y^31+x^1*y^33	x^0*y^10+x^0*y^20+x^0*y^25+x^1*y^3+x^1*y^25	8	css		
186	4	24	12.3871	3	31	x^0*y^7+x^1*y^15+x^2*y^7+x^2*y^8+x^2*y^28	x^2*y^1+x^2*y^3+x^2*y^6+x^2*y^10	9	css		
352	4	33	12.3750	11	16	x^2*y^2+x^5*y^15+x^6*y^15+x^8*y^12	x^5*y^4+x^7*y^13+x^8*y^0+x^8*y^1	8	css		
342	8	23	12.3743	3	57	x^1*y^12+x^1*y^19+x^1*y^44	x^0*y^43+x^1*y^56+x^2*y^41+x^2*y^46	7	css		
188	4	24	12.2553	2	47	x^0*y^2+x^0*y^37+x^1*y^14+x^1*y^34	x^1*y^3+x^1*y^12+x^1*y^29+x^1*y^41	8	css		
204	4	25	12.2549	6	17	x^2*y^15+x^2*y^16+x^4*y^2+x^4*y^11	x^1*y^15+x^2*y^13+x^3*y^3+x^4*y^16	8	css		
128	8	14	12.2500	8	8	x^0*y^4+x^5*y^5+x^6*y^3+x^7*y^2	x^3*y^5+x^4*y^2+x^6*y^4+x^7*y^0	8	css		
56	14	7	12.2500	4	7	x^0*y^5+x^0*y^6+x^1*y^5+x^1*y^6	x^1*y^1+x^1*y^4+x^3*y^0+x^3*y^2	8	css		
144	4	21	12.2500	24	3	x^1*y^0+x^4*y^2+x^7*y^0+x^8*y^0+x^21*y^0	x^1*y^1+x^2*y^2+x^5*y^0+x^16*y^2	9	css		
72	18	7	12.2500	9	4	x^0*y^1+x^0*y^3+x^6*y^0+x^6*y^1	x^2*y^2+x^2*y^3+x^5*y^0+x^5*y^3	8	css		
256	4	28	12.2500	8	16	x^2*y^13+x^3*y^0+x^4*y^5+x^6*y^6	x^0*y^3+x^0*y^7+x^0*y^13+x^7*y^9	8	css		
98	12	10	12.2449	7	7	x^0*y^1+x^5*y^2+x^5*y^4+x^6*y^5	x^0*y^3+x^3*y^4+x^5*y^4	7	css		
294	4	30	12.2449	21	7	x^5*y^6+x^8*y^6+x^9*y^2+x^11*y^1+x^16*y^4	x^1*y^1+x^2*y^4+x^18*y^5	8	css		
336	4	32	12.1905	7	24	x^0*y^8+x^1*y^17+x^3*y^19+x^4*y^22	x^3*y^5+x^3*y^21+x^6*y^10	7	css		
222	4	26	12.1802	3	37	x^0*y^12+x^1*y^33+x^2*y^31	x^0*y^0+x^0*y^8+x^0*y^16+x^0*y^30	7	css		
174	4	23	12.1609	29	3	x^3*y^1+x^9*y^2+x^15*y^2+x^24*y^1	x^0*y^1+x^2*y^1+x^14*y^1+x^20*y^2+x^24*y^0	9	css		
258	4	28	12.1550	43	3	x^18*y^1+x^29*y^0+x^31*y^2+x^36*y^2+x^41*y^2	x^8*y^0+x^18*y^0+x^33*y^2+x^38*y^2	9	css		
240	4	27	12.1500	2	60	x^0*y^13+x^0*y^26+x^0*y^29+x^1*y^35	x^0*y^22+x^0*y^29+x^1*y^32+x^1*y^57	8	css		
132	4	20	12.1212	33	2	x^3*y^1+x^9*y^1+x^17*y^0+x^21*y^1+x^22*y^1	x^7*y^0+x^10*y^1+x^12*y^1+x^17*y^1+x^22*y^0	10	css		
160	4	22	12.1000	10	8	x^1*y^3+x^6*y^2+x^6*y^6+x^8*y^6	x^0*y^7+x^1*y^7+x^7*y^3+x^9*y^4	8	css		
224	4	26	12.0714	56	2	x^8*y^1+x^35*y^1+x^42*y^1+x^52*y^0	x^4*y^1+x^26*y^0+x^29*y^1+x^55*y^0	8	css		
112	8	13	12.0714	8	7	x^3*y^1+x^3*y^2+x^4*y^3+x^6*y^6	x^2*y^5+x^4*y^4+x^4*y^6+x^5*y^2	8	css		
120	4	19	12.0333	12	5	x^0*y^1+x^8*y^4+x^9*y^4+x^11*y^0	x^2*y^4+x^9*y^0+x^9*y^1+x^9*y^2+x^10*y^3	9	css		
176	4	23	12.0227	2	44	x^0*y^9+x^0*y^40+x^1*y^9+x^1*y^42	x^0*y^21+x^1*y^11+x^1*y^17+x^1*y^38	8	css		
208	4	25	12.0192	52	2	x^6*y^1+x^7*y^1+x^31*y^1+x^34*y^1	x^0*y^1+x^9*y^1+x^25*y^0+x^49*y^1	8	css		
192	4	24	12.0000	24	4	x^6*y^0+x^10*y^0+x^15*y^1+x^18*y^1	x^0*y^2+x^13*y^1+x^20*y^0+x^22*y^1	8	css		
64	12	8	12.0000	4	8	x^0*y^5+x^2*y^5+x^3*y^3+x^3*y^7	x^1*y^5+x^1*y^6+x^2*y^6+x^3*y^3	8	css		
128	6	16	12.0000	32	2	x^4*y^1+x^15*y^0+x^17*y^0+x^26*y^1	x^0*y^0+x^3*y^0+x^20*y^1+x^21*y^0	8	css		
324	12	18	12.0000	9	18	x^5*y^2+x^5*y^17+x^8*y^11	x^0*y^3+x^2*y^1+x^3*y^12	6	css		
96	8	12	12.0000	6	8	x^0*y^1+x^1*y^3+x^2*y^4+x^3*y^0+x^3*y^1	x^2*y^6+x^3*y^1+x^4*y^6	8	css		
108	4	18	12.0000	6	9	x^0*y^8+x^1*y^0+x^1*y^2+x^1*y^7+x^2*y^7	x^0*y^3+x^1*y^1+x^2*y^5+x^2*y^7+x^4*y^8	10	css		
162	4	22	11.9506	27	3	x^4*y^1+x^10*y^1+x^14*y^0+x^24*y^2	x^6*y^1+x^11*y^1+x^16*y^2+x^18*y^0+x^26*y^0	9	css		
246	4	27	11.8537	3	41	x^0*y^10+x^1*y^13+x^2*y^26	x^0*y^26+x^0*y^31+x^1*y^10+x^1*y^28	7	css		
114	6	15	11.8421	19	3	x^3*y^0+x^7*y^0+x^11*y^2+x^13*y^2	x^4*y^0+x^4*y^1+x^5*y^1+x^9*y^0	8	css		
304	4	30	11.8421	38	4	x^26*y^1+x^30*y^1+x^35*y^2+x^37*y^1	x^9*y^2+x^22*y^1+x^33*y^1+x^34*y^3	8	css		
136	4	20	11.7647	34	2	x^6*y^0+x^8*y^0+x^18*y^0+x^31*y^0	x^1*y^1+x^2*y^0+x^20*y^1+x^32*y^0	8	css		
124	4	19	11.6452	31	2	x^11*y^0+x^18*y^1+x^25*y^1+x^26*y^0	x^4*y^0+x^8*y^0+x^17*y^1+x^22*y^1	8	css		
112	4	18	11.5714	14	4	x^8*y^2+x^10*y^3+x^13*y^1+x^13*y^2	x^4*y^0+x^10*y^0+x^12*y^3+x^13*y^3	8	css		
208	6	20	11.5385	4	26	x^0*y^0+x^0*y^13+x^1*y^8+x^3*y^10	x^0*y^0+x^2*y^3+x^2*y^15+x^2*y^23	8	css		
312	4	30	11.5385	26	6	x^1*y^3+x^2*y^5+x^10*y^3+x^18*y^1	x^0*y^4+x^0*y^5+x^8*y^2+x^19*y^1	8	css		
56	10	8	11.4286	2	14	x^0*y^5+x^0*y^10+x^1*y^4+x^1*y^7	x^0*y^4+x^0*y^9+x^1*y^0+x^1*y^8	8	css		
114	4	18	11.3684	19	3	x^2*y^0+x^4*y^1+x^5*y^2+x^8*y^0+x^13*y^0	x^4*y^0+x^13*y^2+x^14*y^0+x^14*y^1+x^17*y^0	10	css		
220	4	25	11.3636	11	10	x^2*y^2+x^3*y^7+x^5*y^5+x^5*y^6	x^1*y^9+x^4*y^0+x^4*y^2+x^7*y^7	8	css		
276	4	28	11.3623	46	3	x^9*y^1+x^11*y^0+x^25*y^2+x^33*y^1	x^12*y^2+x^21*y^0+x^26*y^0+x^31*y^1	8	css		
204	8	17	11.3333	2	51	x^0*y^0+x^0*y^14+x^0*y^34	x^0*y^11+x^0*y^29+x^1*y^16+x^1*y^19	7	css		
104	6	14	11.3077	13	4	x^3*y^2+x^9*y^1+x^12*y^0+x^12*y^3	x^0*y^3+x^7*y^2+x^8*y^0+x^9*y^1	8	css		
340	4	31	11.3059	5	34	x^0*y^19+x^0*y^25+x^3*y^9+x^4*y^17	x^1*y^18+x^3*y^3+x^3*y^28+x^4*y^3	8	css		
90	6	13	11.2667	15	3	x^5*y^1+x^10*y^0+x^11*y^2+x^14*y^1	x^3*y^1+x^5*y^2+x^10*y^2+x^12*y^0	8	css		
172	4	22	11.2558	43	2	x^1*y^0+x^24*y^0+x^36*y^0+x^40*y^0	x^9*y^1+x^15*y^0+x^28*y^0+x^33*y^1	8	css		
116	4	18	11.1724	29	2	x^9*y^1+x^12*y^0+x^15*y^1+x^25*y^0	x^8*y^1+x^9*y^1+x^21*y^0+x^26*y^0	8	css		
282	4	28	11.1206	3	47	x^0*y^29+x^1*y^1+x^2*y^24	x^0*y^9+x^1*y^35+x^2*y^38	6	css		
352	8	22	11.0000	4	44	x^0*y^35+x^0*y^37+x^2*y^1+x^3*y^22	x^0*y^13+x^1*y^9+x^2*y^7+x^3*y^19	8	css		
328	4	30	10.9756	4	41	x^0*y^30+x^1*y^8+x^1*y^21+x^2*y^11	x^0*y^17+x^0*y^30+x^3*y^27+x^3*y^30	8	css		
330	4	30	10.9091	3	55	x^0*y^5+x^1*y^33+x^2*y^37	x^0*y^12+x^1*y^10+x^1*y^32+x^1*y^54+x^2*y^41	8	css		
54	12	7	10.8889	9	3	x^1*y^0+x^5*y^0+x^7*y^0+x^8*y^0	x^0*y^0+x^1*y^2+x^5*y^2+x^7*y^1+x^7*y^2	9	css		
212	4	24	10.8679	53	2	x^13*y^1+x^14*y^1+x^17*y^1+x^46*y^1	x^0*y^1+x^6*y^0+x^17*y^0+x^24*y^1	8	css		
148	4	20	10.8108	2	37	x^0*y^21+x^0*y^35+x^1*y^17+x^1*y^25	x^0*y^22+x^0*y^32+x^1*y^14+x^1*y^35	8	css		
112	12	10	10.7143	8	7	x^1*y^6+x^2*y^2+x^4*y^6+x^5*y^6+x^6*y^0	x^2*y^6+x^6*y^1+x^6*y^5	8	css		
296	4	28	10.5946	4	37	x^0*y^28+x^1*y^21+x^1*y^30+x^2*y^32	x^0*y^27+x^1*y^1+x^1*y^25+x^2*y^3	8	css		
236	4	25	10.5932	2	59	x^0*y^32+x^0*y^38+x^1*y^15+x^1*y^44	x^0*y^1+x^0*y^50+x^1*y^7+x^1*y^43	8	css		
228	6	20	10.5263	57	2	x^26*y^0+x^32*y^0+x^50*y^0+x^50*y^1	x^0*y^0+x^16*y^0+x^31*y^0+x^42*y^1	8	css		
186	6	18	10.4516	3	31	x^0*y^21+x^0*y^26+x^2*y^20+x^2*y^26	x^1*y^8+x^1*y^9+x^2*y^18+x^2*y^29	8	css		
98	6	13	10.3469	7	7	x^0*y^2+x^1*y^0+x^3*y^1+x^3*y^4+x^4*y^3	x^1*y^3+x^3*y^2+x^3*y^6+x^6*y^1	9	css		
282	6	22	10.2979	3	47	x^0*y^4+x^0*y^38+x^2*y^2+x^2*y^21	x^0*y^36+x^0*y^42+x^1*y^26+x^1*y^38	8	css		
42	12	6	10.2857	7	3	x^1*y^0+x^2*y^1+x^3*y^2+x^4*y^0+x^5*y^2	x^1*y^1+x^2*y^1+x^3*y^1+x^6*y^1	9	css		
84	6	12	10.2857	3	14	x^0*y^3+x^0*y^4+x^0*y^5+x^0*y^12+x^2*y^8	x^0*y^4+x^0*y^10+x^1*y^1	8	css		
56	16	6	10.2857	14	2	x^0*y^0+x^5*y^1+x^7*y^0+x^12*y^0	x^1*y^0+x^4*y^0+x^8*y^1+x^11*y^0	8	css		
354	4	30	10.1695	3	59	x^0*y^40+x^1*y^0+x^2*y^55	x^0*y^51+x^1*y^10+x^2*y^3	6	css		
128	4	18	10.1250	2	32	x^0*y^13+x^0*y^18+x^0*y^25+x^1*y^9	x^0*y^7+x^1*y^4+x^1*y^10+x^1*y^14	8	css		
72	6	11	10.0833	18	2	x^0*y^1+x^5*y^0+x^12*y^1+x^13*y^0	x^1*y^0+x^4*y^0+x^7*y^1+x^12*y^1	8	css		
102	4	16	10.0392	3	17	x^0*y^6+x^0*y^15+x^1*y^5+x^1*y^10	x^0*y^12+x^1*y^2+x^1*y^4+x^1*y^14+x^2*y^12	9	css		
100	10	10	10.0000	10	5	x^2*y^1+x^4*y^1+x^6*y^0+x^7*y^1	x^2*y^4+x^3*y^1+x^3*y^2+x^8*y^2	8	css		
120	12	10	10.0000	2	30	x^0*y^4+x^0*y^8+x^1*y^2+x^1*y^22	x^0*y^2+x^0*y^20+x^0*y^24+x^1*y^12	8	css		
64	10	8	10.0000	4	8	x^0*y^1+x^0*y^5+x^1*y^4+x^3*y^6	x^0*y^1+x^0*y^2+x^1*y^0+x^1*y^5	8	css		
272	4	26	9.9412	4	34	x^0*y^27+x^1*y^16+x^2*y^13+x^2*y^14	x^0*y^32+x^1*y^29+x^3*y^2+x^3*y^15	8	css		
104	4	16	9.8462	2	26	x^0*y^23+x^1*y^3+x^1*y^8+x^1*y^9	x^0*y^6+x^0*y^17+x^0*y^24+x^1*y^24	8	css		
352	6	24	9.8182	44	4	x^13*y^2+x^22*y^2+x^34*y^2+x^42*y^2	x^7*y^0+x^26*y^1+x^31*y^2+x^38*y^3	8	css		
138	6	15	9.7826	23	3	x^12*y^2+x^14*y^2+x^17*y^1+x^20*y^1	x^1*y^0+x^7*y^0+x^17*y^0+x^19*y^0	8	css		
238	8	17	9.7143	7	17	x^0*y^16+x^1*y^13+x^3*y^8+x^6*y^14	x^3*y^6+x^3*y^9+x^6*y^1+x^6*y^7	8	css		
276	6	21	9.5870	23	6	x^12*y^3+x^14*y^0+x^14*y^3+x^17*y^3	x^6*y^1+x^8*y^5+x^13*y^2+x^18*y^4	8	css		
54	8	8	9.4815	9	3	x^2*y^0+x^2*y^1+x^4*y^2+x^6*y^2	x^2*y^1+x^3*y^0+x^4*y^0+x^6*y^2+x^7*y^2	9	css		
306	10	17	9.4444	3	51	x^1*y^18+x^1*y^29+x^1*y^36+x^1*y^44	x^0*y^35+x^0*y^40+x^1*y^45+x^2*y^36	8	css		
24	14	4	9.3333	4	3	x^0*y^2+x^1*y^1+x^2*y^2+x^3*y^1	x^0*y^1+x^1*y^1+x^2*y^1+x^3*y^1	8	css		
84	4	14	9.3333	2	21	x^0*y^12+x^0*y^16+x^1*y^7+x^1*y^14+x^1*y^19	x^0*y^18+x^0*y^19+x^0*y^20+x^1*y^2+x^1*y^20	10	css		
70	8	9	9.2571	5	7	x^2*y^4+x^3*y^0+x^3*y^3+x^4*y^5	x^0*y^0+x^0*y^4+x^3*y^3+x^3*y^5	8	css		
48	12	6	9.0000	12	2	x^0*y^0+x^2*y^0+x^4*y^1+x^9*y^0+x^9*y^1	x^3*y^1+x^5*y^0+x^7*y^1	8	css		
96	6	12	9.0000	8	6	x^0*y^0+x^3*y^2+x^4*y^1+x^5*y^2	x^0*y^4+x^1*y^2+x^6*y^0+x^7*y^2	8	css		
100	4	15	9.0000	25	2	x^2*y^0+x^8*y^1+x^19*y^0+x^19*y^1	x^12*y^0+x^15*y^0+x^19*y^0+x^20*y^0	8	css		
32	8	6	9.0000	4	4	x^0*y^2+x^1*y^1+x^1*y^3+x^3*y^0	x^0*y^3+x^1*y^0+x^2*y^1+x^2*y^2	8	css		
72	10	8	8.8889	6	6	x^0*y^1+x^3*y^1+x^3*y^5+x^5*y^0	x^0*y^0+x^1*y^1+x^1*y^5+x^5*y^0	8	css		
90	4	14	8.7111	15	3	x^0*y^0+x^1*y^2+x^9*y^1+x^12*y^1+x^12*y^2	x^0*y^1+x^6*y^2+x^10*y^1	8	css		
70	6	10	8.5714	7	5	x^2*y^0+x^2*y^2+x^3*y^3+x^5*y^2+x^6*y^2	x^0*y^3+x^1*y^4+x^5*y^3	8	css		
60	8	8	8.5333	15	2	x^5*y^0+x^6*y^1+x^9*y^0+x^12*y^1+x^13*y^0	x^1*y^0+x^1*y^1+x^4*y^1+x^13*y^0	9	css		
92	4	14	8.5217	23	2	x^0*y^1+x^4*y^1+x^7*y^0+x^10*y^0	x^6*y^0+x^9*y^0+x^17*y^1+x^21*y^1	8	css		
272	8	17	8.5000	34	4	x^10*y^2+x^20*y^1+x^20*y^3+x^29*y^0	x^1*y^1+x^3*y^2+x^19*y^2+x^27*y^1	8	css		
144	12	10	8.3333	6	12	x^0*y^0+x^0*y^3+x^4*y^9+x^5*y^10	x^1*y^1+x^3*y^0+x^4*y^9+x^5*y^10	8	css		
176	12	11	8.2500	4	22	x^0*y^16+x^0*y^18+x^1*y^9+x^1*y^13	x^0*y^21+x^1*y^13+x^2*y^19+x^3*y^11	8	css		
88	6	11	8.2500	11	4	x^0*y^1+x^0*y^2+x^2*y^2+x^8*y^1	x^0*y^0+x^0*y^3+x^2*y^1+x^10*y^2	8	css		
96	4	14	8.1667	12	4	x^6*y^0+x^8*y^3+x^10*y^1	x^2*y^0+x^2*y^2+x^5*y^0+x^9*y^1+x^10*y^0	8	css		
64	8	8	8.0000	8	4	x^4*y^2+x^5*y^1+x^7*y^0+x^7*y^1	x^0*y^0+x^0*y^3+x^1*y^1+x^2*y^0	8	css		
72	4	12	8.0000	2	18	x^0*y^11+x^0*y^14+x^1*y^1+x^1*y^17	x^0*y^15+x^0*y^16+x^1*y^4+x^1*y^16	8	css		
80	10	8	8.0000	10	4	x^1*y^0+x^2*y^0+x^4*y^3+x^5*y^3	x^4*y^2+x^7*y^1+x^8*y^1+x^9*y^2	8	css		
300	6	20	8.0000	15	10	x^2*y^6+x^4*y^7+x^11*y^2+x^13*y^8	x^4*y^8+x^8*y^2+x^8*y^3+x^10*y^0	8	css		
246	6	18	7.9024	3	41	x^1*y^25+x^1*y^33+x^1*y^35+x^1*y^37	x^0*y^28+x^0*y^32+x^2*y^21+x^2*y^40	8	css		
344	4	26	7.8605	4	43	x^1*y^8+x^1*y^20+x^1*y^24+x^3*y^15	x^0*y^15+x^0*y^29+x^0*y^42+x^2*y^30	8	css		
248	6	18	7.8387	4	31	x^0*y^22+x^1*y^17+x^2*y^23+x^3*y^16	x^0*y^13+x^1*y^21+x^2*y^12+x^3*y^1	8	css		
56	12	6	7.7143	2	14	x^0*y^5+x^0*y^11+x^1*y^9	x^0*y^11+x^0*y^13+x^1*y^3+x^1*y^9	7	css		
88	4	13	7.6818	22	2	x^0*y^1+x^5*y^1+x^7*y^1+x^12*y^1	x^3*y^0+x^8*y^1+x^17*y^1+x^21*y^0	8	css		
336	10	16	7.6190	28	6	x^1*y^3+x^6*y^4+x^16*y^2	x^2*y^4+x^8*y^2+x^27*y^0	6	css		
48	10	6	7.5000	6	4	x^1*y^2+x^2*y^2+x^3*y^0+x^4*y^0	x^0*y^1+x^1*y^2+x^1*y^3+x^2*y^0	8	css		
80	6	10	7.5000	5	8	x^1*y^0+x^1*y^1+x^2*y^3+x^3*y^6	x^0*y^0+x^0*y^3+x^2*y^2+x^3*y^1	8	css		
154	8	12	7.4805	7	11	x^0*y^2+x^3*y^2+x^5*y^2+x^6*y^10	x^0*y^10+x^1*y^3+x^4*y^0+x^6*y^10	8	css		
78	4	12	7.3846	13	3	x^0*y^0+x^2*y^1+x^6*y^0+x^9*y^0+x^11*y^2	x^3*y^0+x^7*y^1+x^11*y^2	8	css		
60	12	6	7.2000	6	5	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	x^0*y^0+x^0*y^1+x^4*y^1+x^4*y^2	8	css		
80	4	12	7.2000	8	5	x^1*y^3+x^1*y^4+x^3*y^2+x^5*y^3	x^0*y^0+x^3*y^1+x^3*y^4+x^6*y^1	8	css		
40	8	6	7.2000	5	4	x^0*y^2+x^1*y^2+x^2*y^3+x^3*y^2+x^4*y^3	x^0*y^1+x^1*y^1+x^2*y^3+x^3*y^0+x^4*y^2	10	css		
68	4	11	7.1176	17	2	x^0*y^1+x^1*y^0+x^4*y^0+x^7*y^1	x^7*y^1+x^8*y^0+x^10*y^0+x^12*y^1	8	css		
54	6	8	7.1111	3	9	x^0*y^6+x^1*y^2+x^1*y^7+x^2*y^6	x^0*y^5+x^1*y^7+x^2*y^1+x^2*y^4	8	css		
