n	k	d	fom	l	m	A	B	wt	fam	C	D
56	6	8	6.8571	4	7	x^0*y^0+x^0*y^2+x^1*y^6+x^2*y^5	x^0*y^3+x^1*y^3+x^2*y^3+x^2*y^5+x^3*y^6	9	css		
28	12	4	6.8571	7	2	x^0*y^0+x^4*y^0+x^6*y^0	x^1*y^0+x^3*y^0+x^4*y^0	6	css		
318	6	19	6.8113	3	53	x^2*y^15+x^2*y^35+x^2*y^51+x^2*y^52	x^1*y^1+x^1*y^6+x^2*y^19+x^2*y^43	8	css		
60	4	10	6.6667	10	3	x^1*y^1+x^5*y^2+x^7*y^1+x^8*y^0+x^8*y^1	x^0*y^2+x^5*y^1+x^6*y^0	8	css		
24	10	4	6.6667	2	6	x^0*y^1+x^0*y^2+x^1*y^2+x^1*y^4	x^0*y^0+x^1*y^0+x^1*y^1+x^1*y^4	8	css		
242	2	28	6.4793	11	11	x^2*y^1+x^2*y^5+x^6*y^0+x^8*y^0	x^0*y^1+x^2*y^4+x^8*y^7+x^9*y^9	8	css		
260	2	29	6.4692	26	5	x^5*y^4+x^8*y^1+x^10*y^0+x^25*y^0	x^7*y^1+x^9*y^0+x^12*y^3+x^19*y^0	8	css		
150	2	22	6.4533	15	5	x^5*y^3+x^7*y^3+x^8*y^1+x^11*y^0	x^0*y^1+x^1*y^3+x^5*y^0+x^13*y^3	8	css		
124	2	20	6.4516	2	31	x^0*y^6+x^0*y^21+x^0*y^24+x^1*y^16	x^0*y^2+x^0*y^4+x^0*y^6+x^1*y^22	8	css		
164	2	23	6.4512	41	2	x^7*y^0+x^28*y^0+x^29*y^0+x^36*y^1	x^11*y^0+x^12*y^1+x^34*y^0+x^37*y^1	8	css		
112	2	19	6.4464	7	8	x^1*y^2+x^2*y^4+x^3*y^5+x^5*y^4	x^2*y^7+x^4*y^2+x^4*y^7+x^5*y^2	8	css		
210	2	26	6.4381	15	7	x^3*y^2+x^13*y^2+x^14*y^4+x^14*y^6	x^3*y^6+x^6*y^4+x^8*y^0+x^14*y^1	8	css		
280	2	30	6.4286	7	20	x^0*y^17+x^3*y^17+x^5*y^19+x^6*y^13	x^0*y^0+x^0*y^8+x^0*y^12+x^4*y^5	8	css		
360	2	34	6.4222	10	18	x^1*y^4+x^3*y^12+x^3*y^16+x^5*y^15	x^0*y^12+x^5*y^12+x^6*y^7+x^6*y^17	8	css		
300	2	31	6.4067	15	10	x^3*y^8+x^8*y^4+x^9*y^4+x^12*y^8	x^0*y^0+x^2*y^8+x^5*y^3+x^7*y^4	8	css		
60	6	8	6.4000	15	2	x^3*y^0+x^6*y^0+x^14*y^0+x^14*y^1	x^3*y^0+x^5*y^1+x^6*y^0+x^11*y^0	8	css		
320	2	32	6.4000	8	20	x^0*y^11+x^1*y^12+x^5*y^10+x^5*y^12	x^0*y^3+x^1*y^8+x^1*y^18+x^7*y^11	8	css		
180	2	24	6.4000	18	5	x^1*y^3+x^5*y^0+x^9*y^0+x^14*y^2	x^4*y^4+x^6*y^1+x^7*y^4+x^13*y^0	8	css		
138	2	21	6.3913	3	23	x^1*y^22+x^2*y^2+x^2*y^12+x^2*y^14	x^0*y^16+x^1*y^17+x^2*y^0+x^2*y^9	8	css		
196	2	25	6.3776	49	2	x^6*y^1+x^8*y^0+x^10*y^0+x^23*y^1	x^7*y^0+x^34*y^0+x^38*y^0+x^41*y^1	8	css		
212	2	26	6.3774	2	53	x^0*y^32+x^0*y^37+x^0*y^51+x^1*y^43	x^0*y^20+x^0*y^31+x^0*y^38+x^1*y^38	8	css		
264	2	29	6.3712	3	44	x^0*y^1+x^2*y^30+x^2*y^33+x^2*y^40	x^0*y^9+x^0*y^16+x^1*y^17+x^1*y^41	8	css		
152	2	22	6.3684	38	2	x^14*y^1+x^21*y^1+x^31*y^1+x^35*y^1	x^5*y^0+x^15*y^0+x^16*y^1+x^18*y^0	8	css		
342	2	33	6.3684	3	57	x^0*y^12+x^0*y^22+x^0*y^26+x^2*y^13	x^0*y^16+x^0*y^39+x^2*y^7+x^2*y^30	8	css		
76	4	11	6.3684	2	19	x^0*y^3+x^0*y^6+x^1*y^11+x^1*y^13	x^0*y^3+x^0*y^13+x^1*y^5+x^1*y^16	8	css		
126	2	20	6.3492	9	7	x^2*y^5+x^4*y^6+x^5*y^3+x^6*y^0	x^3*y^3+x^4*y^4+x^7*y^6+x^8*y^5	8	css		
114	2	19	6.3333	19	3	x^12*y^1+x^12*y^2+x^15*y^0+x^18*y^0	x^4*y^2+x^8*y^1+x^9*y^0+x^14*y^0	8	css		
182	2	24	6.3297	7	13	x^1*y^1+x^1*y^4+x^1*y^7+x^2*y^3	x^1*y^0+x^1*y^7+x^2*y^3+x^3*y^0	8	css		
266	2	29	6.3233	19	7	x^10*y^2+x^12*y^2+x^14*y^5+x^16*y^5	x^3*y^3+x^9*y^3+x^11*y^0+x^13*y^6	8	css		
324	2	32	6.3210	3	54	x^0*y^39+x^1*y^1+x^1*y^42+x^2*y^13	x^0*y^17+x^0*y^44+x^1*y^15+x^1*y^52	8	css		
198	2	25	6.3131	11	9	x^1*y^2+x^2*y^4+x^2*y^6+x^4*y^7	x^2*y^0+x^4*y^1+x^9*y^7+x^9*y^8	8	css		
140	2	21	6.3000	14	5	x^1*y^1+x^5*y^1+x^5*y^4+x^7*y^2	x^1*y^2+x^3*y^0+x^8*y^3+x^11*y^0	8	css		
168	2	23	6.2976	7	12	x^0*y^4+x^0*y^10+x^2*y^1+x^3*y^3	x^0*y^9+x^2*y^0+x^6*y^2+x^6*y^4	8	css		
286	2	30	6.2937	13	11	x^2*y^10+x^8*y^6+x^11*y^9+x^12*y^7	x^0*y^10+x^1*y^8+x^3*y^6+x^11*y^3	8	css		
154	2	22	6.2857	11	7	x^0*y^5+x^2*y^1+x^5*y^1+x^10*y^3	x^6*y^1+x^7*y^4+x^8*y^4+x^9*y^5	8	css		
232	2	27	6.2845	4	29	x^1*y^2+x^1*y^12+x^1*y^22+x^2*y^6	x^1*y^1+x^1*y^16+x^2*y^5+x^2*y^16	8	css		
184	2	24	6.2609	4	23	x^0*y^13+x^0*y^15+x^2*y^22+x^3*y^7	x^0*y^20+x^1*y^17+x^1*y^19+x^3*y^2	8	css		
216	2	26	6.2593	18	6	x^2*y^0+x^2*y^3+x^12*y^2+x^13*y^4	x^1*y^4+x^8*y^0+x^8*y^1+x^15*y^4	8	css		
348	2	33	6.2586	29	6	x^1*y^1+x^4*y^0+x^8*y^1+x^23*y^0	x^10*y^1+x^24*y^3+x^26*y^1+x^28*y^4	8	css		
288	2	30	6.2500	18	8	x^1*y^2+x^10*y^1+x^10*y^6+x^12*y^4	x^5*y^4+x^7*y^1+x^9*y^3+x^14*y^2	8	css		
200	2	25	6.2500	25	4	x^12*y^1+x^19*y^1+x^22*y^0+x^22*y^3	x^3*y^0+x^5*y^3+x^15*y^2+x^18*y^3	8	css		
64	4	10	6.2500	16	2	x^5*y^1+x^6*y^0+x^6*y^1+x^11*y^0	x^0*y^1+x^2*y^1+x^9*y^0+x^15*y^1	8	css		
128	2	20	6.2500	8	8	x^1*y^0+x^1*y^1+x^6*y^6+x^7*y^1	x^1*y^5+x^2*y^3+x^2*y^6+x^4*y^1	8	css		
308	2	31	6.2403	14	11	x^3*y^6+x^5*y^6+x^6*y^6+x^10*y^9	x^5*y^1+x^7*y^0+x^11*y^10+x^12*y^9	8	css		
234	2	27	6.2308	9	13	x^0*y^0+x^1*y^4+x^4*y^2+x^7*y^8	x^2*y^10+x^3*y^3+x^4*y^2+x^6*y^10	8	css		
104	2	18	6.2308	13	4	x^2*y^0+x^4*y^1+x^6*y^2+x^10*y^2	x^0*y^0+x^1*y^2+x^8*y^3+x^9*y^2	8	css		
52	4	9	6.2308	2	13	x^0*y^3+x^0*y^10+x^1*y^0+x^1*y^11	x^0*y^9+x^0*y^11+x^1*y^11+x^1*y^12	8	css		
270	2	29	6.2296	45	3	x^23*y^2+x^27*y^0+x^40*y^2+x^43*y^1	x^5*y^1+x^9*y^0+x^38*y^2+x^42*y^1	8	css		
116	2	19	6.2241	29	2	x^12*y^0+x^20*y^1+x^25*y^1+x^26*y^1	x^13*y^1+x^15*y^0+x^17*y^0+x^27*y^1	8	css		
170	2	23	6.2235	17	5	x^1*y^0+x^3*y^2+x^7*y^0+x^13*y^0	x^6*y^3+x^8*y^0+x^9*y^1+x^10*y^0	8	css		
252	2	28	6.2222	21	6	x^1*y^1+x^4*y^4+x^11*y^1+x^17*y^2	x^3*y^0+x^4*y^2+x^7*y^5+x^16*y^4	8	css		
290	2	30	6.2069	29	5	x^3*y^1+x^4*y^3+x^5*y^1+x^14*y^3	x^0*y^0+x^22*y^0+x^26*y^2+x^27*y^0	8	css		
330	2	32	6.2061	55	3	x^3*y^2+x^7*y^1+x^7*y^2+x^27*y^2	x^13*y^1+x^20*y^0+x^24*y^2+x^32*y^1	8	css		
156	2	22	6.2051	39	2	x^2*y^0+x^16*y^1+x^25*y^0+x^38*y^0	x^2*y^0+x^30*y^0+x^37*y^0+x^38*y^1	8	css		
310	2	31	6.2000	5	31	x^1*y^10+x^3*y^0+x^3*y^5+x^3*y^10	x^0*y^3+x^0*y^23+x^4*y^5+x^4*y^26	8	css		
186	2	24	6.1935	3	31	x^0*y^1+x^0*y^30+x^1*y^10+x^1*y^25	x^0*y^20+x^1*y^0+x^1*y^25+x^2*y^25	8	css		
352	2	33	6.1875	16	11	x^0*y^0+x^7*y^6+x^7*y^10+x^11*y^5	x^10*y^1+x^10*y^2+x^13*y^5+x^15*y^0	8	css		
130	2	20	6.1538	13	5	x^4*y^2+x^5*y^2+x^8*y^2+x^9*y^0	x^1*y^4+x^2*y^2+x^3*y^3+x^5*y^2	8	css		
172	2	23	6.1512	43	2	x^0*y^1+x^1*y^0+x^3*y^1+x^22*y^0	x^7*y^1+x^8*y^1+x^13*y^0+x^31*y^1	8	css		
220	2	26	6.1455	5	22	x^1*y^0+x^1*y^12+x^2*y^13+x^4*y^16	x^1*y^10+x^2*y^12+x^2*y^15+x^2*y^16	8	css		
188	2	24	6.1277	2	47	x^0*y^15+x^1*y^18+x^1*y^43+x^1*y^44	x^0*y^12+x^0*y^21+x^0*y^38+x^0*y^44	8	css		
204	2	25	6.1275	2	51	x^1*y^6+x^1*y^21+x^1*y^25+x^1*y^42	x^0*y^28+x^1*y^14+x^1*y^19+x^1*y^50	8	css		
144	2	21	6.1250	9	8	x^1*y^1+x^2*y^6+x^4*y^6+x^8*y^6	x^4*y^0+x^5*y^2+x^6*y^5+x^8*y^1	8	css		
256	2	28	6.1250	4	32	x^1*y^30+x^2*y^18+x^3*y^13+x^3*y^17	x^1*y^1+x^1*y^25+x^2*y^20+x^3*y^3	8	css		
294	2	30	6.1224	3	49	x^1*y^4+x^1*y^41+x^2*y^11+x^2*y^39	x^0*y^15+x^0*y^21+x^0*y^45+x^2*y^38	8	css		
336	2	32	6.0952	28	6	x^3*y^5+x^17*y^3+x^21*y^4+x^24*y^3	x^0*y^1+x^2*y^4+x^6*y^3+x^17*y^0	8	css		
42	4	8	6.0952	7	3	x^0*y^2+x^1*y^0+x^2*y^1+x^3*y^1+x^5*y^1	x^0*y^1+x^1*y^0+x^2*y^0+x^4*y^2+x^5*y^0	10	css		
222	2	26	6.0901	3	37	x^0*y^17+x^0*y^31+x^1*y^5+x^2*y^18	x^0*y^5+x^1*y^23+x^2*y^22+x^2*y^27	8	css		
174	2	23	6.0805	3	29	x^1*y^18+x^2*y^6+x^2*y^13+x^2*y^28	x^1*y^3+x^1*y^17+x^1*y^26+x^2*y^4	8	css		
240	2	27	6.0750	15	8	x^5*y^0+x^7*y^6+x^12*y^6+x^14*y^1	x^0*y^6+x^3*y^3+x^5*y^6+x^14*y^1	8	css		
190	2	24	6.0632	19	5	x^0*y^4+x^4*y^1+x^8*y^3+x^11*y^3	x^0*y^2+x^4*y^1+x^8*y^0+x^8*y^1	8	css		
66	4	10	6.0606	3	11	x^0*y^2+x^0*y^7+x^0*y^8+x^1*y^8+x^2*y^0	x^0*y^1+x^0*y^9+x^0*y^10+x^1*y^7+x^2*y^5	10	css		
132	8	10	6.0606	2	33	x^0*y^4+x^0*y^19+x^1*y^27+x^1*y^30	x^0*y^0+x^0*y^7+x^1*y^0+x^1*y^19	8	css		
132	2	20	6.0606	3	22	x^0*y^15+x^1*y^2+x^1*y^11+x^2*y^3	x^0*y^6+x^1*y^11+x^1*y^16+x^2*y^12	8	css		
160	2	22	6.0500	20	4	x^3*y^0+x^4*y^2+x^10*y^2+x^14*y^1	x^2*y^1+x^9*y^3+x^12*y^1+x^17*y^2	8	css		
224	2	26	6.0357	7	16	x^1*y^11+x^2*y^8+x^5*y^5+x^5*y^13	x^0*y^2+x^1*y^6+x^4*y^3+x^6*y^10	8	css		
120	2	19	6.0167	15	4	x^2*y^0+x^2*y^1+x^5*y^0+x^9*y^0	x^4*y^2+x^6*y^1+x^10*y^3+x^14*y^0	8	css		
208	2	25	6.0096	13	8	x^2*y^3+x^4*y^1+x^8*y^3+x^12*y^1	x^2*y^6+x^3*y^3+x^5*y^2+x^9*y^6	8	css		
48	8	6	6.0000	4	6	x^0*y^5+x^1*y^0+x^2*y^1+x^3*y^2+x^3*y^5	x^0*y^2+x^1*y^3+x^1*y^4	8	css		
108	2	18	6.0000	6	9	x^1*y^8+x^3*y^3+x^4*y^0+x^5*y^6	x^0*y^6+x^3*y^3+x^3*y^4+x^5*y^4	8	css		
36	6	6	6.0000	3	6	x^0*y^1+x^1*y^1+x^1*y^3+x^2*y^0	x^0*y^2+x^0*y^4+x^2*y^4+x^2*y^5	8	css		
96	16	6	6.0000	6	8	x^0*y^5+x^4*y^7+x^5*y^3	x^0*y^6+x^4*y^0+x^5*y^4	6	css		
64	6	8	6.0000	4	8	x^0*y^0+x^1*y^4+x^2*y^2+x^3*y^0	x^1*y^2+x^2*y^3+x^2*y^6+x^3*y^6	8	css		
192	2	24	6.0000	16	6	x^0*y^2+x^5*y^2+x^8*y^1+x^14*y^4	x^0*y^3+x^1*y^4+x^7*y^1+x^8*y^1	8	css		
54	4	9	6.0000	9	3	x^1*y^0+x^3*y^2+x^4*y^0+x^4*y^2+x^5*y^1	x^0*y^0+x^2*y^0+x^2*y^1+x^6*y^2	9	css		
162	2	22	5.9753	9	9	x^0*y^1+x^4*y^1+x^6*y^8+x^8*y^3	x^2*y^7+x^3*y^3+x^3*y^5+x^6*y^4	8	css		
322	2	31	5.9689	23	7	x^12*y^0+x^14*y^6+x^16*y^3+x^18*y^2	x^7*y^4+x^9*y^2+x^13*y^5+x^15*y^6	8	css		
148	2	21	5.9595	2	37	x^0*y^8+x^0*y^23+x^0*y^34+x^1*y^27	x^0*y^4+x^0*y^12+x^0*y^18+x^0*y^32	8	css		
246	2	27	5.9268	3	41	x^0*y^1+x^0*y^7+x^1*y^20+x^2*y^26	x^0*y^14+x^1*y^5+x^2*y^2+x^2*y^27	8	css		
110	2	18	5.8909	5	11	x^1*y^6+x^2*y^0+x^2*y^10+x^3*y^2	x^0*y^4+x^3*y^0+x^4*y^8+x^4*y^9	8	css		
136	2	20	5.8824	2	34	x^1*y^3+x^1*y^11+x^1*y^28+x^1*y^29	x^0*y^2+x^0*y^5+x^0*y^6+x^1*y^30	8	css		
306	2	30	5.8824	9	17	x^0*y^0+x^4*y^13+x^6*y^0+x^8*y^5	x^4*y^9+x^7*y^7+x^7*y^11+x^8*y^7	8	css		
350	2	32	5.8514	5	35	x^0*y^5+x^0*y^10+x^3*y^25+x^4*y^18	x^0*y^13+x^0*y^16+x^0*y^18+x^4*y^25	8	css		
250	2	27	5.8320	5	25	x^0*y^22+x^1*y^14+x^2*y^16+x^3*y^4	x^0*y^2+x^0*y^17+x^1*y^19+x^2*y^22	8	css		
248	4	19	5.8226	4	31	x^1*y^10+x^2*y^25+x^2*y^28+x^3*y^0	x^0*y^22+x^1*y^20+x^2*y^28+x^3*y^19	8	css		
66	6	8	5.8182	11	3	x^2*y^1+x^4*y^0+x^7*y^0+x^7*y^1	x^1*y^0+x^2*y^0+x^5*y^2+x^8*y^2	8	css		
44	4	8	5.8182	11	2	x^1*y^0+x^4*y^0+x^7*y^1+x^9*y^1	x^0*y^0+x^1*y^1+x^7*y^0+x^8*y^1	8	css		
88	2	16	5.8182	4	11	x^0*y^4+x^0*y^6+x^1*y^7+x^2*y^8	x^0*y^2+x^1*y^7+x^3*y^2+x^3*y^10	8	css		
56	4	9	5.7857	2	14	x^0*y^5+x^0*y^10+x^1*y^4+x^1*y^7	x^0*y^9+x^1*y^0+x^1*y^6+x^1*y^8	8	css		
354	2	32	5.7853	3	59	x^2*y^2+x^2*y^30+x^2*y^44+x^2*y^58	x^0*y^15+x^2*y^13+x^2*y^38+x^2*y^49	8	css		
100	2	17	5.7800	5	10	x^0*y^3+x^1*y^0+x^3*y^2+x^4*y^1	x^0*y^9+x^1*y^2+x^2*y^3+x^3*y^1	8	css		
312	2	30	5.7692	13	12	x^1*y^11+x^2*y^0+x^10*y^5+x^11*y^1	x^2*y^3+x^6*y^4+x^6*y^7+x^8*y^9	8	css		
50	8	6	5.7600	5	5	x^2*y^1+x^2*y^2+x^3*y^2+x^3*y^4+x^4*y^2	x^2*y^2+x^2*y^3+x^3*y^1+x^3*y^2	9	css		
236	2	26	5.7288	59	2	x^1*y^1+x^25*y^0+x^25*y^1+x^36*y^1	x^7*y^1+x^9*y^0+x^28*y^1+x^55*y^0	8	css		
180	16	8	5.6889	30	3	x^5*y^2+x^18*y^2+x^26*y^2	x^14*y^2+x^18*y^1+x^20*y^2+x^21*y^1+x^22*y^0	8	css		
296	2	29	5.6824	4	37	x^0*y^24+x^2*y^17+x^2*y^26+x^3*y^0	x^0*y^4+x^0*y^17+x^2*y^19+x^2*y^20	8	css		
276	2	28	5.6812	6	23	x^1*y^11+x^2*y^6+x^2*y^19+x^4*y^0	x^0*y^1+x^1*y^22+x^2*y^18+x^4*y^7	8	css		
306	6	17	5.6667	3	51	x^0*y^16+x^0*y^22+x^0*y^34+x^1*y^39	x^1*y^7+x^1*y^37+x^2*y^35+x^2*y^38	8	css		
102	2	17	5.6667	17	3	x^0*y^0+x^6*y^2+x^10*y^0+x^13*y^2	x^7*y^0+x^7*y^1+x^13*y^1+x^14*y^1	8	css		
258	2	27	5.6512	3	43	x^0*y^4+x^0*y^8+x^2*y^13+x^2*y^17	x^0*y^34+x^0*y^36+x^0*y^40+x^2*y^38	8	css		
344	6	18	5.6512	43	4	x^11*y^0+x^11*y^1+x^15*y^0+x^40*y^1	x^12*y^2+x^17*y^1+x^19*y^3+x^42*y^0	8	css		
92	2	16	5.5652	2	23	x^0*y^2+x^0*y^5+x^0*y^9+x^1*y^10	x^0*y^1+x^0*y^7+x^1*y^2+x^1*y^22	8	css		
176	2	22	5.5000	4	22	x^1*y^10+x^2*y^5+x^3*y^0+x^3*y^3	x^1*y^9+x^1*y^17+x^3*y^10+x^3*y^17	8	css		
228	2	25	5.4825	2	57	x^0*y^0+x^1*y^10+x^1*y^11+x^1*y^43	x^0*y^27+x^0*y^53+x^1*y^16+x^1*y^42	8	css		
36	4	7	5.4444	3	6	x^0*y^2+x^0*y^3+x^0*y^5+x^1*y^2	x^0*y^5+x^1*y^0+x^1*y^1+x^2*y^4	8	css		
40	6	6	5.4000	5	4	x^3*y^1+x^3*y^2+x^4*y^0+x^4*y^3	x^0*y^1+x^0*y^2+x^2*y^3+x^4*y^0	8	css		
272	2	27	5.3603	8	17	x^1*y^5+x^1*y^9+x^3*y^15+x^7*y^0	x^0*y^6+x^4*y^6+x^5*y^4+x^6*y^5	8	css		
84	2	15	5.3571	3	14	x^0*y^0+x^0*y^3+x^1*y^10+x^2*y^10	x^0*y^7+x^1*y^8+x^2*y^2+x^2*y^7	8	css		
28	6	5	5.3571	7	2	x^1*y^1+x^3*y^0+x^4*y^0+x^5*y^0	x^2*y^0+x^3*y^0+x^4*y^0+x^4*y^1+x^5*y^1	9	css		
24	8	4	5.3333	2	6	x^0*y^0+x^0*y^4+x^1*y^2	x^0*y^2+x^0*y^3+x^0*y^5+x^1*y^1+x^1*y^2	8	css		
48	4	8	5.3333	12	2	x^2*y^1+x^3*y^1+x^10*y^1	x^1*y^0+x^4*y^1+x^5*y^0+x^6*y^0+x^7*y^0	8	css		
96	2	16	5.3333	3	16	x^1*y^14+x^2*y^1+x^2*y^6+x^2*y^13	x^1*y^9+x^1*y^10+x^1*y^15+x^2*y^7	8	css		
238	2	25	5.2521	7	17	x^0*y^4+x^1*y^8+x^2*y^8+x^6*y^11	x^0*y^5+x^1*y^4+x^1*y^15+x^4*y^2	8	css		
98	2	16	5.2245	7	7	x^1*y^1+x^2*y^5+x^2*y^6+x^3*y^6	x^1*y^0+x^1*y^2+x^5*y^3+x^6*y^2	8	css		
304	2	28	5.1579	4	38	x^1*y^7+x^2*y^5+x^2*y^25+x^3*y^36	x^0*y^26+x^1*y^24+x^1*y^25+x^3*y^22	8	css		
76	2	14	5.1579	2	19	x^0*y^2+x^1*y^5+x^1*y^14+x^1*y^16	x^0*y^15+x^1*y^3+x^1*y^6+x^1*y^15	8	css		
42	6	6	5.1429	3	7	x^0*y^6+x^1*y^3+x^2*y^5	x^0*y^2+x^0*y^4+x^1*y^5	6	css		
56	8	6	5.1429	4	7	x^0*y^5+x^0*y^6+x^1*y^5+x^1*y^6	x^1*y^2+x^1*y^4+x^3*y^0+x^3*y^2	8	css		
328	2	29	5.1280	4	41	x^0*y^19+x^1*y^8+x^1*y^21+x^2*y^11	x^0*y^17+x^1*y^35+x^3*y^27+x^3*y^30	8	css		
90	2	15	5.0000	5	9	x^0*y^7+x^0*y^8+x^1*y^2+x^2*y^2	x^1*y^1+x^1*y^5+x^1*y^6+x^3*y^5	8	css		
32	10	4	5.0000	4	4	x^1*y^1+x^2*y^0+x^2*y^1+x^3*y^0	x^0*y^1+x^0*y^3+x^1*y^3+x^3*y^3	8	css		
30	6	5	5.0000	3	5	x^1*y^1+x^1*y^4+x^2*y^3+x^2*y^4	x^1*y^0+x^1*y^4+x^2*y^1+x^2*y^4	8	css		
50	10	5	5.0000	5	5	x^1*y^0+x^1*y^1+x^2*y^3+x^3*y^2	x^0*y^0+x^0*y^1+x^2*y^1+x^2*y^2	8	css		
40	4	7	4.9000	2	10	x^0*y^4+x^1*y^0+x^1*y^4+x^1*y^8	x^0*y^2+x^0*y^5+x^1*y^7+x^1*y^8	8	css		
80	2	14	4.9000	8	5	x^2*y^1+x^4*y^0+x^4*y^2+x^7*y^4	x^0*y^0+x^2*y^3+x^4*y^1+x^7*y^1	8	css		
90	12	6	4.8000	5	9	x^2*y^1+x^2*y^7+x^3*y^4	x^0*y^2+x^1*y^5+x^3*y^8	6	css		
30	4	6	4.8000	5	3	x^0*y^0+x^1*y^2+x^3*y^2+x^4*y^1+x^4*y^2	x^0*y^0+x^1*y^2+x^2*y^1+x^3*y^0+x^4*y^0	10	css		
230	2	23	4.6000	5	23	x^0*y^0+x^0*y^15+x^2*y^3+x^2*y^5	x^0*y^9+x^1*y^10+x^2*y^5+x^3*y^13	8	css		
318	2	27	4.5849	53	3	x^7*y^1+x^29*y^2+x^41*y^1+x^44*y^1	x^1*y^1+x^9*y^1+x^38*y^1+x^48*y^0	8	css		
224	16	8	4.5714	14	8	x^11*y^4+x^11*y^7+x^12*y^2+x^12*y^4	x^3*y^7+x^5*y^1+x^7*y^2+x^13*y^0	8	css		
28	8	4	4.5714	2	7	x^0*y^1+x^0*y^4+x^0*y^5+x^1*y^3	x^0*y^0+x^1*y^3+x^1*y^5+x^1*y^6	8	css		
48	6	6	4.5000	3	8	x^0*y^0+x^0*y^5+x^1*y^1+x^1*y^4	x^0*y^6+x^1*y^3+x^1*y^5+x^2*y^4	8	css		
32	4	6	4.5000	2	8	x^0*y^0+x^0*y^2+x^1*y^2+x^1*y^3	x^0*y^1+x^0*y^2+x^0*y^4+x^0*y^6	8	css		
78	2	13	4.3333	13	3	x^0*y^0+x^2*y^0+x^11*y^1+x^12*y^2	x^1*y^1+x^2*y^1+x^3*y^0+x^12*y^1	8	css		
340	2	27	4.2882	17	10	x^2*y^3+x^4*y^7+x^5*y^3+x^13*y^0	x^0*y^0+x^8*y^3+x^10*y^3+x^12*y^0	8	css		
30	8	4	4.2667	3	5	x^1*y^0+x^1*y^2+x^2*y^1	x^0*y^0+x^0*y^1+x^1*y^0+x^2*y^2	7	css		
68	2	12	4.2353	17	2	x^4*y^1+x^7*y^0+x^12*y^0+x^16*y^0	x^0*y^1+x^6*y^0+x^11*y^1+x^14*y^1	8	css		
24	4	5	4.1667	6	2	x^2*y^0+x^4*y^0+x^5*y^0+x^5*y^1	x^0*y^1+x^1*y^1+x^2*y^0+x^5*y^0	8	css		
70	2	12	4.1143	5	7	x^1*y^5+x^3*y^5+x^4*y^0+x^4*y^2	x^0*y^2+x^0*y^4+x^1*y^1+x^4*y^2	8	css		
60	2	11	4.0333	6	5	x^2*y^0+x^2*y^3+x^2*y^4+x^3*y^4	x^0*y^4+x^2*y^0+x^2*y^4+x^4*y^3	8	css		
18	8	3	4.0000	3	3	x^0*y^0+x^0*y^1+x^0*y^2+x^1*y^2+x^2*y^1	x^0*y^0+x^0*y^2+x^1*y^1+x^1*y^2	9	css		
72	2	12	4.0000	6	6	x^0*y^1+x^1*y^0+x^4*y^1+x^5*y^5	x^2*y^1+x^3*y^3+x^3*y^5+x^5*y^1	8	css		
192	12	8	4.0000	12	8	x^0*y^1+x^1*y^5+x^8*y^6	x^0*y^6+x^1*y^0+x^2*y^2+x^4*y^5+x^7*y^3	8	css		
16	4	4	4.0000	4	2	x^0*y^1+x^1*y^1+x^2*y^1+x^3*y^0	x^0*y^1+x^1*y^0+x^1*y^1+x^2*y^0	8	css		
24	6	4	4.0000	6	2	x^1*y^1+x^2*y^0+x^2*y^1+x^5*y^0	x^2*y^0+x^3*y^0+x^4*y^1+x^5*y^1	8	css		
344	2	26	3.9302	4	43	x^0*y^24+x^1*y^8+x^1*y^38+x^3*y^23	x^0*y^40+x^1*y^14+x^2*y^40+x^3*y^27	8	css		
52	2	10	3.8462	13	2	x^0*y^1+x^5*y^0+x^6*y^0+x^9*y^0	x^1*y^0+x^4*y^1+x^8*y^1+x^11*y^1	8	css		
66	2	11	3.6667	3	11	x^0*y^2+x^0*y^8+x^1*y^2+x^1*y^3	x^0*y^3+x^1*y^2+x^1*y^6+x^1*y^9	8	css		
20	2	6	3.6000	2	5	x^0*y^1+x^1*y^1+x^1*y^2+x^1*y^4	x^0*y^1+x^1*y^0+x^1*y^1+x^1*y^3	8	css		
28	4	5	3.5714	7	2	x^0*y^0+x^0*y^1+x^4*y^1+x^5*y^0	x^0*y^1+x^4*y^1+x^5*y^0+x^6*y^0	8	css		
56	2	10	3.5714	4	7	x^0*y^3+x^1*y^2+x^3*y^0+x^3*y^5	x^0*y^2+x^1*y^5+x^2*y^3+x^2*y^4	8	css		
36	8	4	3.5556	6	3	x^0*y^0+x^3*y^0+x^3*y^2+x^4*y^1+x^5*y^0	x^0*y^0+x^1*y^1+x^5*y^2	8	css		
18	4	4	3.5556	3	3	x^0*y^0+x^1*y^0+x^1*y^1+x^1*y^2+x^2*y^2	x^0*y^1+x^0*y^2+x^1*y^1+x^1*y^2+x^2*y^0	10	css		
48	2	9	3.3750	3	8	x^0*y^4+x^1*y^5+x^1*y^7+x^2*y^5	x^0*y^3+x^1*y^0+x^1*y^6+x^2*y^5	8	css		
50	2	9	3.2400	5	5	x^3*y^0+x^4*y^0+x^4*y^2+x^4*y^4	x^0*y^2+x^3*y^2+x^3*y^4+x^4*y^2	8	css		
