n	k	d	fom	l	m	A	B	wt	fam	C	D
204	8	16	10.0392	2	51	x^1*y^36+x^1*y^43+x^1*y^47	x^1*y^17+x^1*y^18+x^1*y^37	6	css		
264	8	18	9.8182	22	6	x^0*y^4+x^2*y^0+x^19*y^2	x^4*y^5+x^10*y^1+x^16*y^3	6	css		
132	8	12	8.7273	33	2	x^21*y^0+x^23*y^0+x^28*y^0	x^0*y^0+x^8*y^0+x^19*y^0	6	css		
192	8	14	8.1667	48	2	x^14*y^1+x^24*y^1+x^34*y^1	x^17*y^0+x^39*y^1+x^43*y^0	6	css		
18	8	4	7.1111	3	3	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
84	8	8	6.0952	6	7	x^0*y^4+x^2*y^6+x^4*y^1	x^0*y^3+x^2*y^2+x^4*y^2	6	css		
348	8	16	5.8851	3	58	x^0*y^45+x^1*y^5+x^2*y^27	x^0*y^48+x^1*y^18+x^2*y^8	6	css		
24	8	4	5.3333	2	6	x^1*y^1+x^1*y^3+x^1*y^5	x^0*y^3+x^1*y^2+x^1*y^4	6	css		
96	8	8	5.3333	12	4	x^4*y^2+x^5*y^2+x^6*y^0	x^3*y^2+x^5*y^2+x^10*y^2	6	css		
336	6	44	34.5714	24	7	x^0*y^2+x^12*y^4+x^19*y^5	x^9*y^5+x^15*y^3+x^20*y^6	6	css		
294	6	40	32.6531	21	7	x^15*y^0+x^15*y^3+x^20*y^1	x^3*y^5+x^11*y^4+x^14*y^3	6	css		
350	6	42	30.2400	5	35	x^1*y^22+x^2*y^0+x^3*y^5	x^0*y^5+x^1*y^13+x^4*y^3	6	css		
210	6	30	25.7143	5	21	x^1*y^4+x^2*y^8+x^4*y^10	x^0*y^1+x^1*y^6+x^3*y^2	6	css		
308	6	36	25.2468	11	14	x^1*y^3+x^7*y^12+x^7*y^13	x^0*y^2+x^4*y^3+x^7*y^7	6	css		
280	6	34	24.7714	10	14	x^4*y^2+x^7*y^0+x^7*y^6	x^1*y^3+x^5*y^6+x^7*y^4	6	css		
252	6	32	24.3810	14	9	x^8*y^5+x^12*y^8+x^13*y^4	x^1*y^6+x^2*y^8+x^4*y^7	6	css		
266	6	32	23.0977	7	19	x^1*y^5+x^3*y^6+x^4*y^11	x^3*y^13+x^5*y^8+x^6*y^14	6	css		
224	6	28	21.0000	2	56	x^0*y^6+x^0*y^11+x^1*y^17	x^0*y^38+x^1*y^2+x^1*y^5	6	css		
196	6	26	20.6939	2	49	x^0*y^5+x^1*y^22+x^1*y^27	x^0*y^3+x^1*y^11+x^1*y^48	6	css		
238	6	28	19.7647	7	17	x^2*y^9+x^3*y^6+x^5*y^12	x^1*y^4+x^5*y^14+x^6*y^15	6	css		
182	6	22	15.9560	13	7	x^0*y^0+x^7*y^5+x^10*y^4	x^1*y^3+x^3*y^0+x^8*y^1	6	css		
168	6	20	14.2857	42	2	x^20*y^1+x^36*y^0+x^40*y^1	x^13*y^0+x^19*y^0+x^36*y^0	6	css		
154	6	18	12.6234	11	7	x^3*y^5+x^4*y^6+x^9*y^3	x^1*y^4+x^2*y^6+x^8*y^0	6	css		
126	6	16	12.1905	9	7	x^3*y^2+x^4*y^6+x^6*y^1	x^3*y^5+x^7*y^3+x^7*y^6	6	css		
140	6	16	10.9714	5	14	x^1*y^7+x^4*y^8+x^4*y^12	x^0*y^10+x^1*y^7+x^4*y^9	6	css		
112	6	14	10.5000	14	4	x^9*y^1+x^11*y^2+x^12*y^2	x^2*y^1+x^11*y^1+x^12*y^3	6	css		
84	6	12	10.2857	14	3	x^3*y^2+x^11*y^1+x^13*y^1	x^1*y^1+x^4*y^0+x^9*y^2	6	css		
98	6	12	8.8163	7	7	x^3*y^6+x^4*y^3+x^6*y^0	x^4*y^6+x^5*y^2+x^5*y^3	6	css		
70	6	10	8.5714	7	5	x^0*y^0+x^1*y^3+x^5*y^2	x^0*y^1+x^1*y^2+x^5*y^2	6	css		
56	6	8	6.8571	4	7	x^0*y^3+x^2*y^2+x^3*y^0	x^0*y^6+x^3*y^0+x^3*y^4	6	css		
42	6	6	5.1429	3	7	x^0*y^0+x^0*y^2+x^1*y^3	x^0*y^1+x^2*y^3+x^2*y^4	6	css		
28	6	4	3.4286	2	7	x^0*y^6+x^1*y^1+x^1*y^2	x^0*y^2+x^0*y^4+x^0*y^5	6	css		
8	6	2	3.0000	2	2	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1		4	css		
252	4	62	61.0159	42	3	x^0*y^0+x^0*y^2+x^29*y^2	x^0*y^0+x^29*y^0+x^29*y^2	6	css		
270	4	58	49.8370	3	45	x^0*y^0+x^0*y^26+x^1*y^26	x^0*y^0+x^1*y^0+x^1*y^26	6	css		
180	4	46	47.0222	15	6	x^0*y^2+x^12*y^0+x^13*y^3	x^0*y^4+x^5*y^4+x^10*y^4	6	css		
324	4	44	23.9012	6	27	x^0*y^17+x^4*y^7+x^5*y^20	x^0*y^17+x^4*y^12+x^5*y^21	6	css		
360	4	44	21.5111	12	15	x^7*y^2+x^9*y^13+x^11*y^8	x^2*y^13+x^9*y^13+x^10*y^9	6	css		
330	4	42	21.3818	3	55	x^0*y^13+x^1*y^24+x^2*y^10	x^0*y^42+x^1*y^19+x^2*y^4	6	css		
108	4	24	21.3333	18	3	x^0*y^0+x^0*y^1+x^7*y^1	x^0*y^0+x^7*y^0+x^7*y^1	6	css		
342	4	42	20.6316	19	9	x^2*y^1+x^3*y^8+x^7*y^6	x^2*y^4+x^10*y^5+x^13*y^6	6	css		
348	4	42	20.2759	29	6	x^12*y^2+x^26*y^1+x^28*y^3	x^0*y^4+x^19*y^5+x^24*y^3	6	css		
354	4	42	19.9322	3	59	x^0*y^20+x^1*y^48+x^2*y^30	x^0*y^11+x^1*y^40+x^2*y^32	6	css		
240	4	34	19.2667	40	3	x^0*y^0+x^16*y^2+x^25*y^1	x^16*y^0+x^22*y^2+x^26*y^1	6	css		
300	4	38	19.2533	25	6	x^1*y^2+x^16*y^1+x^24*y^3	x^3*y^5+x^7*y^0+x^20*y^4	6	css		
336	4	40	19.0476	21	8	x^4*y^3+x^12*y^1+x^14*y^1	x^5*y^6+x^9*y^3+x^19*y^3	6	css		
306	4	38	18.8758	3	51	x^0*y^13+x^1*y^26+x^2*y^21	x^0*y^22+x^1*y^8+x^2*y^40	6	css		
312	4	38	18.5128	4	39	x^0*y^7+x^1*y^15+x^2*y^32	x^0*y^33+x^2*y^4+x^3*y^32	6	css		
288	4	36	18.0000	12	12	x^7*y^0+x^9*y^9+x^11*y^9	x^5*y^1+x^7*y^5+x^10*y^10	6	css		
258	4	34	17.9225	43	3	x^10*y^2+x^26*y^1+x^36*y^0	x^10*y^2+x^19*y^0+x^39*y^1	6	css		
276	4	34	16.7536	6	23	x^1*y^7+x^2*y^11+x^3*y^8	x^0*y^7+x^4*y^0+x^5*y^1	6	css		
216	4	30	16.6667	18	6	x^0*y^0+x^0*y^5+x^5*y^5	x^0*y^0+x^5*y^0+x^5*y^5	6	css		
294	4	34	15.7279	49	3	x^9*y^0+x^19*y^1+x^43*y^2	x^7*y^1+x^20*y^0+x^21*y^2	6	css		
264	4	32	15.5152	44	3	x^14*y^1+x^19*y^0+x^30*y^2	x^13*y^0+x^32*y^1+x^36*y^2	6	css		
234	4	30	15.3846	3	39	x^0*y^6+x^1*y^16+x^1*y^35	x^0*y^3+x^0*y^37+x^1*y^5	6	css		
246	4	30	14.6341	41	3	x^7*y^0+x^12*y^2+x^13*y^1	x^0*y^1+x^11*y^2+x^24*y^0	6	css		
162	4	24	14.2222	3	27	x^0*y^26+x^1*y^0+x^2*y^1	x^0*y^11+x^0*y^18+x^1*y^9	6	css		
228	4	28	13.7544	3	38	x^0*y^14+x^1*y^4+x^2*y^11	x^0*y^11+x^1*y^13+x^2*y^35	6	css		
210	4	26	12.8762	15	7	x^3*y^1+x^7*y^2+x^11*y^5	x^5*y^5+x^6*y^2+x^10*y^1	6	css		
282	4	30	12.7660	3	47	x^0*y^4+x^1*y^13+x^2*y^13	x^0*y^5+x^1*y^42+x^2*y^35	6	css		
186	4	24	12.3871	31	3	x^3*y^2+x^10*y^0+x^29*y^1	x^0*y^2+x^12*y^0+x^27*y^1	6	css		
192	4	24	12.0000	8	12	x^6*y^2+x^6*y^7+x^7*y^6	x^5*y^1+x^7*y^0+x^7*y^2	6	css		
198	4	24	11.6364	33	3	x^2*y^1+x^7*y^1+x^20*y^2	x^5*y^0+x^17*y^1+x^22*y^0	6	css		
138	4	20	11.5942	23	3	x^0*y^1+x^2*y^2+x^18*y^0	x^5*y^2+x^6*y^1+x^11*y^0	6	css		
168	4	22	11.5238	7	12	x^2*y^11+x^3*y^9+x^4*y^4	x^3*y^9+x^4*y^5+x^5*y^10	6	css		
204	4	24	11.2941	2	51	x^1*y^11+x^1*y^24+x^1*y^25	x^0*y^35+x^1*y^0+x^1*y^40	6	css		
144	4	20	11.1111	3	24	x^0*y^20+x^1*y^22+x^2*y^11	x^0*y^8+x^1*y^15+x^2*y^21	6	css		
126	4	18	10.2857	21	3	x^7*y^2+x^10*y^1+x^15*y^0	x^7*y^0+x^10*y^1+x^20*y^2	6	css		
156	4	20	10.2564	26	3	x^2*y^1+x^14*y^2+x^18*y^0	x^9*y^0+x^21*y^2+x^24*y^1	6	css		
318	4	28	9.8616	3	53	x^0*y^10+x^1*y^49+x^2*y^46	x^0*y^49+x^1*y^50+x^2*y^10	6	css		
174	4	20	9.1954	29	3	x^6*y^2+x^16*y^0+x^21*y^1	x^4*y^0+x^9*y^2+x^22*y^1	6	css		
150	4	18	8.6400	25	3	x^2*y^2+x^3*y^1+x^13*y^0	x^0*y^2+x^4*y^0+x^7*y^1	6	css		
96	4	14	8.1667	3	16	x^0*y^4+x^1*y^9+x^2*y^6	x^0*y^0+x^1*y^1+x^2*y^8	6	css		
132	4	16	7.7576	3	22	x^0*y^17+x^1*y^8+x^2*y^3	x^0*y^4+x^1*y^1+x^2*y^1	6	css		
102	4	14	7.6863	3	17	x^0*y^13+x^1*y^12+x^2*y^7	x^0*y^5+x^1*y^7+x^2*y^7	6	css		
54	4	10	7.4074	9	3	x^0*y^0+x^0*y^2+x^1*y^2	x^0*y^0+x^1*y^0+x^1*y^2	6	css		
222	4	20	7.2072	37	3	x^0*y^0+x^22*y^2+x^36*y^1	x^18*y^1+x^34*y^0+x^35*y^2	6	css		
84	4	12	6.8571	14	3	x^1*y^2+x^2*y^1+x^13*y^0	x^5*y^1+x^11*y^0+x^11*y^2	6	css		
120	4	14	6.5333	12	5	x^2*y^2+x^3*y^4+x^4*y^4	x^1*y^0+x^6*y^1+x^11*y^1	6	css		
90	4	12	6.4000	3	15	x^0*y^0+x^0*y^7+x^2*y^4	x^0*y^1+x^0*y^3+x^0*y^5	6	css		
66	4	10	6.0606	11	3	x^0*y^2+x^7*y^1+x^8*y^0	x^1*y^2+x^3*y^0+x^3*y^1	6	css		
72	4	10	5.5556	12	3	x^0*y^1+x^5*y^0+x^7*y^2	x^2*y^2+x^9*y^1+x^10*y^2	6	css		
48	4	8	5.3333	8	3	x^1*y^2+x^6*y^1+x^7*y^0	x^1*y^0+x^4*y^2+x^5*y^1	6	css		
78	4	10	5.1282	13	3	x^3*y^1+x^3*y^2+x^10*y^0	x^2*y^2+x^5*y^0+x^6*y^1	6	css		
114	4	12	5.0526	3	19	x^0*y^2+x^1*y^5+x^2*y^17	x^0*y^4+x^1*y^5+x^2*y^6	6	css		
30	4	6	4.8000	5	3	x^0*y^0+x^3*y^1+x^3*y^2	x^0*y^1+x^1*y^2+x^4*y^0	6	css		
60	4	8	4.2667	15	2	x^5*y^0+x^6*y^0+x^10*y^0	x^0*y^0+x^4*y^0+x^11*y^1	6	css		
36	4	6	4.0000	9	2	x^0*y^0+x^5*y^1+x^7*y^0	x^0*y^1+x^1*y^1+x^8*y^1	6	css		
18	4	4	3.5556	3	3	x^0*y^0+x^0*y^2+x^1*y^2	x^0*y^0+x^1*y^0+x^1*y^2	6	css		
42	4	6	3.4286	7	3	x^3*y^1+x^5*y^2+x^6*y^0	x^2*y^1+x^2*y^2+x^5*y^0	6	css		
24	4	4	2.6667	3	4	x^0*y^2+x^1*y^0+x^2*y^3	x^0*y^1+x^1*y^2+x^2*y^0	6	css		
12	4	2	1.3333	2	3	x^0*y^1+x^0*y^2+x^1*y^0	x^0*y^0+x^1*y^1+x^1*y^2	6	css		
