n	k	d	fom	l	m	A	B	wt	fam	C	D
246	4	32	16.6504	41	3	x^26*y^1+x^28*y^2+x^40*y^0	x^26*y^1+x^35*y^2+x^36*y^0	6	css		
198	4	28	15.8384	33	3	x^15*y^0+x^19*y^0+x^21*y^2	x^1*y^1+x^7*y^2+x^24*y^1	6	css		
228	4	30	15.7895	38	3	x^11*y^2+x^27*y^1+x^32*y^0	x^19*y^1+x^30*y^2+x^34*y^0	6	css		
204	4	28	15.3725	2	51	x^1*y^9+x^1*y^16+x^1*y^41	x^0*y^37+x^1*y^18+x^1*y^26	6	css		
210	4	28	14.9333	5	21	x^0*y^5+x^1*y^7+x^4*y^15	x^2*y^11+x^4*y^7+x^4*y^18	6	css		
156	4	24	14.7692	13	6	x^5*y^3+x^7*y^1+x^7*y^5	x^8*y^0+x^8*y^5+x^9*y^4	6	css		
192	4	26	14.0833	3	32	x^0*y^25+x^1*y^0+x^2*y^10	x^0*y^4+x^1*y^27+x^2*y^3	6	css		
174	4	24	13.2414	3	29	x^0*y^16+x^1*y^16+x^2*y^15	x^0*y^20+x^1*y^4+x^2*y^26	6	css		
180	4	24	12.8000	30	3	x^4*y^2+x^6*y^0+x^22*y^1	x^1*y^2+x^22*y^0+x^26*y^1	6	css		
186	4	24	12.3871	3	31	x^0*y^28+x^1*y^12+x^2*y^12	x^0*y^13+x^1*y^30+x^2*y^19	6	css		
132	4	20	12.1212	11	6	x^0*y^4+x^5*y^5+x^9*y^3	x^2*y^2+x^7*y^3+x^7*y^4	6	css		
162	4	22	11.9506	27	3	x^13*y^2+x^20*y^1+x^26*y^0	x^7*y^2+x^8*y^0+x^23*y^1	6	css		
138	4	20	11.5942	3	23	x^0*y^21+x^1*y^14+x^2*y^17	x^0*y^15+x^1*y^1+x^2*y^9	6	css		
168	4	22	11.5238	3	28	x^0*y^8+x^1*y^13+x^2*y^22	x^0*y^25+x^1*y^19+x^2*y^21	6	css		
150	4	20	10.6667	3	25	x^0*y^5+x^1*y^7+x^2*y^21	x^0*y^9+x^1*y^0+x^2*y^15	6	css		
126	4	18	10.2857	21	3	x^4*y^0+x^15*y^1+x^18*y^0	x^1*y^0+x^7*y^2+x^9*y^0	6	css		
114	4	16	8.9825	3	19	x^0*y^10+x^1*y^7+x^2*y^4	x^0*y^4+x^1*y^14+x^2*y^3	6	css		
120	4	16	8.5333	12	5	x^0*y^0+x^4*y^1+x^11*y^1	x^0*y^4+x^2*y^4+x^10*y^1	6	css		
102	4	14	7.6863	3	17	x^0*y^15+x^1*y^14+x^2*y^1	x^0*y^3+x^1*y^14+x^2*y^16	6	css		
78	4	12	7.3846	3	13	x^0*y^8+x^1*y^12+x^2*y^1	x^0*y^6+x^1*y^6+x^2*y^1	6	css		
84	4	12	6.8571	2	21	x^0*y^7+x^1*y^11+x^1*y^15	x^0*y^13+x^1*y^2+x^1*y^9	6	css		
60	4	10	6.6667	2	15	x^0*y^5+x^1*y^7+x^1*y^9	x^0*y^4+x^1*y^8+x^1*y^9	6	css		
90	4	12	6.4000	5	9	x^1*y^2+x^1*y^4+x^2*y^6	x^0*y^5+x^2*y^6+x^3*y^1	6	css		
66	4	10	6.0606	11	3	x^0*y^2+x^5*y^0+x^7*y^1	x^0*y^2+x^2*y^0+x^10*y^1	6	css		
96	4	12	6.0000	6	8	x^0*y^5+x^2*y^2+x^4*y^5	x^0*y^5+x^1*y^2+x^5*y^7	6	css		
72	4	10	5.5556	2	18	x^0*y^6+x^0*y^7+x^0*y^14	x^0*y^12+x^0*y^16+x^1*y^11	6	css		
12	4	4	5.3333	2	3	x^0*y^0+x^1*y^1+x^1*y^2	x^0*y^0+x^0*y^1+x^1*y^2	6	css		
48	4	8	5.3333	3	8	x^0*y^6+x^1*y^4+x^2*y^7	x^0*y^4+x^1*y^7+x^2*y^0	6	css		
30	4	6	4.8000	3	5	x^0*y^4+x^1*y^4+x^2*y^2	x^0*y^1+x^1*y^3+x^2*y^2	6	css		
54	4	8	4.7407	3	9	x^0*y^0+x^0*y^7+x^1*y^1	x^0*y^7+x^2*y^1+x^2*y^6	6	css		
36	4	6	4.0000	6	3	x^0*y^1+x^1*y^1+x^4*y^0	x^2*y^1+x^2*y^2+x^3*y^1	6	css		
18	4	4	3.5556	3	3	x^0*y^0+x^2*y^1+x^2*y^2	x^1*y^2+x^2*y^0+x^2*y^1	6	css		
42	4	6	3.4286	3	7	x^0*y^6+x^1*y^3+x^2*y^0	x^0*y^6+x^1*y^2+x^2*y^2	6	css		
24	4	4	2.6667	4	3	x^1*y^0+x^2*y^2+x^3*y^1	x^0*y^1+x^3*y^0+x^3*y^2	6	css		
